ID,Date,VaccineName,SentimentScore,Positive,Negative,Neutral
0,2021-12-09 17:22:45.301627,sinovac,7.590909090909091,668,87,245
1,2021-12-09 17:22:45.301627,sinovac,7.590909090909091,668,87,245
