ID,Date,VaccineName,SentimentScore,Positive,Negative,Neutral
0,2021-12-09 17:08:30.926619,moderna,4.486301369863013,655,145,200
1,2021-12-09 17:08:30.926619,moderna,4.486301369863014,655,145,200
