ID,Date,VaccineName,SentimentScore,Positive,Negative,Neutral
0,2021-12-09 17:03:10.603643,pfizer,3.3905325443786984,573,168,259
1,2021-12-09 17:03:10.603643,pfizer,3.3905325443786984,573,168,259
2,2021-12-09 19:06:11.836084,pfizer,3.0240963855421685,502,165,333
