ID,Date,VaccineName,SentimentScore,Positive,Negative,Neutral
0,2021-12-09 17:34:18.903177,astrazeneca,5.333333333333333,464,86,450
1,2021-12-09 17:34:18.903177,astrazeneca,5.333333333333333,464,86,450
